chr	insertion_site	norm_reads_5'	norm_reads_3'	QIseq_Run	Sample_pool_ID
chr13	2842728	0.38	0.42	Run_1	P111-10
chr7	746886	4.62	0.42	Run_1	P111-10
chr13	2842346	1.54	0.85	Run_1	P111-10
chr5	1288750	52.31	62.23	Run_1	P111-10
chr11	195290	3.85	2.12	Run_1	P111-10
chr14	2719539	3.08	1.27	Run_1	P111-10
chr7	1092337	15.38	14.82	Run_1	P111-10
chr12	1080475	51.15	14.82	Run_1	P111-10
chr8	570918	1.92	2.12	Run_1	P111-10
chr14	2327571	6.15	3.39	Run_1	P111-10
chr13	2842850	0.77	1.27	Run_1	P111-10
chr3	98073	3.08	0.42	Run_1	P111-10
chr11	814722	5.77	0	Run_1	P111-10
chr13	2842199	1.92	3.39	Run_1	P111-10
chr6	756154	143.46	39.37	Run_1	P111-10
chr12	1956321	143.85	47.84	Run_1	P111-10
chr13	2842404	3.08	1.27	Run_1	P111-10
chr13	2842679	1.54	2.54	Run_1	P111-10
chr14	2910622	39.62	17.36	Run_1	P111-10
chr8	1374031	0.77	0.42	Run_1	P111-10
chr11	1302725	6.92	6.77	Run_1	P111-10
chr11	178174	22.31	3.39	Run_1	P111-10
chr10	550029	2.69	0.42	Run_1	P111-10
chr7	1049809	8.08	11.85	Run_1	P111-10
chr7	1347804	78.08	57.15	Run_1	P111-10
chr8	1373949	0.77	0.42	Run_1	P111-10
chr13	845946	6.92	0.42	Run_1	P111-10
chr6	65709	0.38	2.96	Run_1	P111-10
chr11	1243886	7.69	8.04	Run_1	P111-10
chr13	1686816	1.92	0.85	Run_1	P111-10
chr12	882797	13.08	11.85	Run_1	P111-10
chr13	2843147	1.54	1.27	Run_1	P111-10
chr8	1373735	0.77	0.85	Run_1	P111-10
chr14	2491306	1.54	0.85	Run_1	P111-10
chr11	1544738	32.69	8.89	Run_1	P111-10
chr5	614397	3.85	2.96	Run_1	P111-10
chr12	1138427	128.08	27.52	Run_1	P111-10
chr11	1943443	4.23	5.5	Run_1	P111-10
chr11	1254801	1.15	0.85	Run_1	P111-10
chr13	2842182	4.23	2.12	Run_1	P111-10
chr11	852863	75.77	12.7	Run_1	P111-10
chr13	244199	22.69	12.7	Run_1	P111-10
chr13	1848928	20.38	3.81	Run_1	P111-10
chr8	715122	16.15	14.82	Run_1	P111-10
chr12	939544	40.77	4.66	Run_1	P111-10
chr4	1116742	19.23	3.81	Run_1	P111-10
chr8	1374241	0.38	0.42	Run_1	P111-10
chr12	184752	0.38	0.42	Run_1	P111-10
chr8	235147	1.15	0.42	Run_1	P111-10
chr13	1359022	0.77	0.42	Run_1	P111-10
chr13	2842145	1.92	0.42	Run_1	P111-10
chr14	2186586	49.23	21.17	Run_1	P111-10
chr2	718929	1.92	4.23	Run_1	P111-10
chr9	1297316	6.15	1.69	Run_1	P111-10
chr1	375529	5	0.42	Run_1	P111-10
chr10	569895	1.15	1.27	Run_1	P111-10
chr12	268260	1.92	6.77	Run_1	P111-10
chr13	2100334	2.69	2.96	Run_1	P111-10
chr5	1162809	0.38	1.69	Run_1	P111-10
chr14	1602986	33.46	48.26	Run_1	P111-10
chr3	595696	2.31	3.39	Run_1	P111-10
chr6	364260	32.31	0.42	Run_1	P111-10
chr11	1012994	0.77	0.85	Run_1	P111-10
chr9	250351	3.85	3.81	Run_1	P111-10
chr11	13076	9.62	6.77	Run_1	P111-10
chr14	1620792	64.62	77.05	Run_1	P111-10
chr6	1257985	2.31	0	Run_1	P111-10
chr13	2842127	0.77	0.42	Run_1	P111-10
chr11	1464472	0.77	0.42	Run_1	P111-10
chr13	2842311	79.23	0	Run_1	P111-10
chr14	2344598	104.62	49.11	Run_1	P111-10
chr13	2842603	0.77	0.85	Run_1	P111-10
chr10	962902	0.38	0.42	Run_1	P111-10
chr14	3059749	50	55.03	Run_1	P111-10
chr6	1048701	0.38	0.42	Run_1	P111-10
chr10	92759	0.38	0.42	Run_1	P111-10
chr11	125911	3.85	0.85	Run_1	P111-10
chr13	2448790	1.15	1.27	Run_1	P111-10
chr13	1133976	5	24.98	Run_1	P111-10
chr13	1996338	60	34.71	Run_1	P111-10
chr8	817975	30.39	6.77	Run_1	P111-10
chr13	2842487	8.85	7.62	Run_1	P111-10
chr13	1924108	102.31	54.61	Run_1	P111-10
chr4	67533	5.38	3.81	Run_1	P111-10
chr11	973512	3.08	0	Run_1	P111-10
chr11	1437690	8.85	0.42	Run_1	P111-10
chr9	438657	7.31	1.27	Run_1	P111-10
chr11	1618699	2.31	2.96	Run_1	P111-10
chr3	671706	1.15	11.01	Run_1	P111-10
chr13	2842234	0.77	1.69	Run_1	P111-10
chr14	1702943	8.08	13.55	Run_1	P111-10
chr6	1299462	7.69	4.23	Run_1	P111-10
chr13	322954	16.15	4.23	Run_1	P111-10
chr13	271629	0.38	1.27	Run_1	P111-10
chr13	2843094	1.54	0.85	Run_1	P111-10
chr13	2842785	0.77	0.42	Run_1	P111-10
chr13	2115732	13.85	10.58	Run_1	P111-10
chr13	2843347	0.77	0.85	Run_1	P111-10
chr8	1145015	1.92	1.69	Run_1	P111-10
chr4	740476	48.08	2.12	Run_1	P111-10
chr13	2842368	1.54	0.85	Run_1	P111-10
chr11	692883	40.39	47.41	Run_1	P111-10
chr11	483158	0.38	0.85	Run_1	P111-10
chr8	649642	18.46	10.58	Run_1	P111-10
chr13	2240818	3.08	4.66	Run_1	P111-10
chr9	1404210	2.31	0	Run_1	P111-10
chr9	916336	3.08	0	Run_1	P111-10
chr2	489649	15.77	15.24	Run_1	P111-10
chr3	133957	2.69	0	Run_1	P111-10
chr11	1135744	8.46	10.16	Run_1	P111-10
chr14	1980671	3.85	6.35	Run_1	P111-10
chr11	1260826	5.38	1.69	Run_1	P111-10
chr12	2123372	1.54	1.27	Run_1	P111-10
chr7	328045	112.69	73.24	Run_1	P111-10
chr4	121972	0.38	0.85	Run_1	P111-10
chr6	841186	3.08	5.93	Run_1	P111-10
chr13	2058000	42.69	44.45	Run_1	P111-10
chr14	1680565	7.69	3.81	Run_1	P111-10
chr3	287951	0.38	2.12	Run_1	P111-10
chr3	146972	0.77	0.85	Run_1	P111-10
chr14	2045572	0.77	0.42	Run_1	P111-10
chr14	2453630	14.23	5.5	Run_1	P111-10
chr14	1940269	1.15	0.85	Run_1	P111-10
chr8	1306592	1.54	8.47	Run_1	P111-10
chr8	1048821	8.46	5.93	Run_1	P111-10
chr8	546810	0	11.01	Run_1	P111-10
chr12	618011	0	2.54	Run_1	P111-10
chr13	2842312	0	81.28	Run_1	P111-10
chr14	1040916	63.46	39.79	Run_1	P111-4
chr14	1812894	1.54	0.85	Run_1	P111-4
chr14	1670387	0.38	0.42	Run_1	P111-4
chr11	381596	1.54	18.63	Run_1	P111-4
chr5	1296386	15.38	20.74	Run_1	P111-4
chr9	1250793	3.85	4.66	Run_1	P111-4
chr7	239584	5.77	8.47	Run_1	P111-4
chr14	1959436	0.38	1.27	Run_1	P111-4
chr14	167774	1.54	0.42	Run_1	P111-4
chr12	886827	3.08	2.54	Run_1	P111-4
chr4	217895	0.77	0.42	Run_1	P111-4
chr6	667365	3.46	12.7	Run_1	P111-4
chr11	1739772	2.69	1.69	Run_1	P111-4
chr12	618011	57.69	0	Run_1	P111-4
chr13	29596	0.38	0.85	Run_1	P111-4
chr12	2170526	7.69	0.85	Run_1	P111-4
chr11	1676856	0.77	2.12	Run_1	P111-4
chr11	1666759	0.77	0.42	Run_1	P111-4
chr10	296786	1.15	5.93	Run_1	P111-4
chr12	907228	0.38	0.42	Run_1	P111-4
chr8	1064910	4.23	0	Run_1	P111-4
chr12	769606	23.46	22.01	Run_1	P111-4
chr7	1101334	0.38	0.42	Run_1	P111-4
chr14	1252652	8.08	25.82	Run_1	P111-4
chr10	1443589	25.38	19.05	Run_1	P111-4
chr11	545731	3.46	15.24	Run_1	P111-4
chr13	2842603	0.38	0.42	Run_1	P111-4
chr14	774769	1.15	0.42	Run_1	P111-4
chr10	733690	0.77	1.27	Run_1	P111-4
chr1	348575	7.31	2.96	Run_1	P111-4
chr5	537496	10.77	20.32	Run_1	P111-4
chr9	1412125	1.54	0.85	Run_1	P111-4
chr13	2842346	0.77	0.42	Run_1	P111-4
chr8	506566	0.77	3.39	Run_1	P111-4
chr14	1295546	8.85	2.54	Run_1	P111-4
chr3	189784	14.23	1.27	Run_1	P111-4
chr2	403605	25.77	31.33	Run_1	P111-4
chr13	247039	32.69	58	Run_1	P111-4
chr11	981182	0.38	0.42	Run_1	P111-4
chr13	2842487	1.54	0.85	Run_1	P111-4
chr12	1929614	0.38	0.42	Run_1	P111-4
chr13	2635561	25.77	8.04	Run_1	P111-4
chr13	2019371	7.31	0	Run_1	P111-4
chr11	1833223	0.38	0.42	Run_1	P111-4
chr14	1265171	0.77	0.42	Run_1	P111-4
chr13	102690	1.92	0.85	Run_1	P111-4
chr10	119891	10.77	0	Run_1	P111-4
chr6	498591	0.38	1.27	Run_1	P111-4
chr8	593221	6.92	6.35	Run_1	P111-4
chr11	1301980	8.46	8.04	Run_1	P111-4
chr7	644523	0.38	0.42	Run_1	P111-4
chr14	1183246	2.31	0	Run_1	P111-4
chr3	798181	11.15	17.78	Run_1	P111-4
chr13	1420801	1.15	1.27	Run_1	P111-4
chr4	1108689	1.54	0.42	Run_1	P111-4
chr13	2842199	1.15	1.27	Run_1	P111-4
chr5	1032679	1.92	1.27	Run_1	P111-4
chr13	828143	5.38	1.27	Run_1	P111-4
chr10	216125	1.54	0.85	Run_1	P111-4
chr3	672120	8.08	12.7	Run_1	P111-4
chr14	2568012	26.54	26.67	Run_1	P111-4
chr3	988271	2.69	4.66	Run_1	P111-4
chr12	356310	20	21.17	Run_1	P111-4
chr1	312291	3.85	0.85	Run_1	P111-4
chr13	2842404	1.92	1.69	Run_1	P111-4
chr13	2842679	0.77	1.27	Run_1	P111-4
chr13	1168093	10.38	0.85	Run_1	P111-4
chr11	1472963	37.69	17.36	Run_1	P111-4
chr12	1204246	2.31	7.2	Run_1	P111-4
chr8	1374031	1.92	0.42	Run_1	P111-4
chr5	484586	10.38	0	Run_1	P111-4
chr14	124563	9.62	8.04	Run_1	P111-4
chr2	843393	0.38	0.42	Run_1	P111-4
chr7	1355817	2.69	2.96	Run_1	P111-4
chr14	3089273	0.77	0.85	Run_1	P111-4
chr14	1034990	0.38	2.12	Run_1	P111-4
chr14	94537	15.77	6.77	Run_1	P111-4
chr8	1347777	0.38	0.85	Run_1	P111-4
chr5	810362	0.38	0.85	Run_1	P111-4
chr6	955198	11.92	11.01	Run_1	P111-4
chr5	1250013	5.38	0.85	Run_1	P111-4
chr4	34709	1.54	8.89	Run_1	P111-4
chr12	1316800	1.15	0.42	Run_1	P111-4
chr8	870896	1.54	2.12	Run_1	P111-4
chr7	1090517	6.15	8.04	Run_1	P111-4
chr1	417406	0.38	0.42	Run_1	P111-4
chr8	854086	0.38	0.42	Run_1	P111-4
chr7	1347804	0.38	0.42	Run_1	P111-4
chr9	1208949	0.77	1.27	Run_1	P111-4
chr11	869332	0.77	0.42	Run_1	P111-4
chr13	2560743	4.62	5.93	Run_1	P111-4
chr3	860789	19.23	0	Run_1	P111-4
chr12	395541	0.38	0.42	Run_1	P111-4
chr13	2842292	0.77	0.42	Run_1	P111-4
chr8	1373949	0.77	0.85	Run_1	P111-4
chr13	271629	50.39	29.21	Run_1	P111-4
chr14	3157524	5	4.23	Run_1	P111-4
chr5	112927	4.62	31.33	Run_1	P111-4
chr13	2843094	1.15	1.69	Run_1	P111-4
chr13	2842785	0.77	2.54	Run_1	P111-4
chr9	588711	2.31	0	Run_1	P111-4
chr10	1461345	6.54	0	Run_1	P111-4
chr6	802845	6.92	2.54	Run_1	P111-4
chr14	2908981	10.77	5.08	Run_1	P111-4
chr9	99320	0.77	2.54	Run_1	P111-4
chr1	470004	185.77	166.37	Run_1	P111-4
chr4	1092672	1.54	2.12	Run_1	P111-4
chr13	1652240	0.38	1.27	Run_1	P111-4
chr13	1833303	0.77	1.27	Run_1	P111-4
chr12	2163169	0.38	2.12	Run_1	P111-4
chr10	953529	1.15	1.69	Run_1	P111-4
chr8	1232456	0.38	2.12	Run_1	P111-4
chr2	100666	28.46	1.69	Run_1	P111-4
chr4	338183	0.38	0.85	Run_1	P111-4
chr13	2003450	1.15	0.42	Run_1	P111-4
chr14	1281184	0.77	1.27	Run_1	P111-4
chr13	2124548	0.38	0.42	Run_1	P111-4
chr5	516248	1.15	0.42	Run_1	P111-4
chr9	713505	0.38	0.42	Run_1	P111-4
chr11	1859261	16.92	19.47	Run_1	P111-4
chr14	1095247	1.15	3.39	Run_1	P111-4
chr14	981805	9.62	7.2	Run_1	P111-4
chr8	1027458	2.69	0.85	Run_1	P111-4
chr13	2842368	1.15	0.42	Run_1	P111-4
chr5	965601	0.38	0.85	Run_1	P111-4
chr11	1392973	0.38	0.42	Run_1	P111-4
chr8	144892	44.23	22.86	Run_1	P111-4
chr14	2333451	10.77	11.85	Run_1	P111-4
chr12	1137689	5	0	Run_1	P111-4
chr9	1356767	35.39	38.52	Run_1	P111-4
chr6	464835	0.38	4.23	Run_1	P111-4
chr4	724234	0.38	0.42	Run_1	P111-4
chr12	2075461	23.08	19.47	Run_1	P111-4
chr11	2001159	77.69	63.92	Run_1	P111-4
chr10	1426429	0.38	1.69	Run_1	P111-4
chr12	940767	1.15	0.42	Run_1	P111-4
chr14	2735228	3.08	3.81	Run_1	P111-4
chr14	706502	1.15	1.69	Run_1	P111-4
chr8	446344	0.77	4.23	Run_1	P111-4
chr11	1312413	6.15	12.7	Run_1	P111-4
chr8	1352708	2.69	1.27	Run_1	P111-4
chr13	2842182	0.77	1.27	Run_1	P111-4
chr11	631394	0.77	0.42	Run_1	P111-4
chr12	2227872	13.46	22.86	Run_1	P111-4
chr11	879695	7.31	9.74	Run_1	P111-4
chr8	1144761	1.15	0.42	Run_1	P111-4
chr12	931983	0.38	0.42	Run_1	P111-4
chr14	1919509	7.31	4.23	Run_1	P111-4
chr13	778040	10.77	2.54	Run_1	P111-4
chr14	1847184	0.38	0.42	Run_1	P111-4
chr4	250802	1.92	3.81	Run_1	P111-4
chr3	682046	0.38	1.27	Run_1	P111-4
chr10	648341	1.15	0.42	Run_1	P111-4
chr14	436481	1.54	2.54	Run_1	P111-4
chr9	579516	45	7.2	Run_1	P111-4
chr9	788467	17.31	43.18	Run_1	P111-4
chr12	1327893	3.08	0.42	Run_1	P111-4
chr6	841186	130.77	170.6	Run_1	P111-4
chr13	874398	1.92	0.85	Run_1	P111-4
chr6	891443	8.08	0.85	Run_1	P111-4
chr4	991969	1.54	0.85	Run_1	P111-4
chr8	1306829	0.38	0.85	Run_1	P111-4
chr11	1597836	8.46	0.42	Run_1	P111-4
chr7	1345291	1.54	2.96	Run_1	P111-4
chr9	550008	131.54	146.47	Run_1	P111-4
chr12	1319997	11.92	4.66	Run_1	P111-4
chr12	689280	2.69	0.42	Run_1	P111-4
chr11	1574521	0.77	1.27	Run_1	P111-4
chr2	32090	0.77	0.42	Run_1	P111-4
chr14	320153	23.08	14.82	Run_1	P111-4
chr3	474215	6.15	14.82	Run_1	P111-4
chr14	1023587	0.77	0.42	Run_1	P111-4
chr11	793278	0.38	1.27	Run_1	P111-4
chr8	819285	1.54	0.85	Run_1	P111-4
chr2	108901	0.77	0.85	Run_1	P111-4
chr14	308245	0.77	2.54	Run_1	P111-4
chr11	1692168	29.62	0	Run_1	P111-4
chr13	500248	8.85	6.35	Run_1	P111-4
chr7	671802	0.38	0.85	Run_1	P111-4
chr4	327865	3.85	2.12	Run_1	P111-4
chr10	1051209	7.31	2.96	Run_1	P111-4
chr12	62720	0.77	2.12	Run_1	P111-4
chr9	1073935	0.38	0.85	Run_1	P111-4
chr12	1654688	1.15	2.54	Run_1	P111-4
chr3	860790	0	14.39	Run_1	P111-4
chr2	110704	0	11.85	Run_1	P111-4
chr4	1172170	0	3.39	Run_1	P111-4
chr2	78050	0	22.44	Run_1	P111-4
chr12	82247	0	5.08	Run_1	P111-4
chr14	3231142	0	7.2	Run_1	P111-4
chr9	1374006	0	3.39	Run_1	P111-4
chr5	889784	0	2.54	Run_1	P111-4
chr1	606642	0	2.54	Run_1	P111-4
chr1	80716	0	2.96	Run_1	P111-4
chr14	1040916	4.23	2.54	Run_1	P111-7
chr5	474303	8.46	26.67	Run_1	P111-7
chr14	171161	3.08	4.66	Run_1	P111-7
chr11	1593351	1.92	0.85	Run_1	P111-7
chr7	1193049	1.54	4.66	Run_1	P111-7
chr10	116739	18.85	22.01	Run_1	P111-7
chr9	509211	3.85	0	Run_1	P111-7
chr13	2064953	13.08	19.9	Run_1	P111-7
chr13	2842773	19.23	0	Run_1	P111-7
chr5	723377	14.23	9.31	Run_1	P111-7
chr2	853365	1.15	0.85	Run_1	P111-7
chr14	1794389	21.92	16.51	Run_1	P111-7
chr5	232089	1.54	1.69	Run_1	P111-7
chr11	1031891	34.62	0.85	Run_1	P111-7
chr5	570617	9.62	24.13	Run_1	P111-7
chr14	1892417	0.38	0.85	Run_1	P111-7
chr13	2843078	1.15	0.42	Run_1	P111-7
chr13	2842921	1.54	0.85	Run_1	P111-7
chr10	678565	0.38	0.85	Run_1	P111-7
chr8	884948	7.69	1.69	Run_1	P111-7
chr13	2842728	0.77	1.27	Run_1	P111-7
chr6	603939	1.15	0.42	Run_1	P111-7
chr8	506566	33.85	38.95	Run_1	P111-7
chr5	1288750	1.15	0.42	Run_1	P111-7
chr11	598424	47.69	49.95	Run_1	P111-7
chr2	403605	0.77	0.42	Run_1	P111-7
chr14	382312	2.69	0	Run_1	P111-7
chr11	1017847	5	2.54	Run_1	P111-7
chr12	1080475	1.92	1.69	Run_1	P111-7
chr7	346987	0.77	1.69	Run_1	P111-7
chr13	2842850	0.38	0.85	Run_1	P111-7
chr14	775447	2.31	1.69	Run_1	P111-7
chr13	2842199	3.85	0.85	Run_1	P111-7
chr13	828143	0.38	0.42	Run_1	P111-7
chr3	81484	3.08	0	Run_1	P111-7
chr6	756154	8.08	0	Run_1	P111-7
chr10	953037	1.15	0.42	Run_1	P111-7
chr13	2842404	0.38	0.42	Run_1	P111-7
chr13	2842679	1.92	0.85	Run_1	P111-7
chr14	2910622	0.38	0.42	Run_1	P111-7
chr8	1374031	0.38	0.42	Run_1	P111-7
chr14	94537	1.54	0.85	Run_1	P111-7
chr5	280403	2.31	2.12	Run_1	P111-7
chr11	1692691	30	96.52	Run_1	P111-7
chr2	127583	3.08	2.54	Run_1	P111-7
chr13	2842292	1.15	0.85	Run_1	P111-7
chr11	751853	6.92	8.89	Run_1	P111-7
chr5	1297889	56.92	65.62	Run_1	P111-7
chr14	169123	0.38	8.04	Run_1	P111-7
chr13	2243821	30	22.86	Run_1	P111-7
chr10	953529	93.08	71.97	Run_1	P111-7
chr14	3205809	4.23	0.42	Run_1	P111-7
chr13	2843147	1.15	0.42	Run_1	P111-7
chr13	81869	6.92	5.5	Run_1	P111-7
chr9	180073	0.77	2.12	Run_1	P111-7
chr13	2654378	5	3.39	Run_1	P111-7
chr14	2491306	96.16	64.35	Run_1	P111-7
chr12	1121733	0.38	0.42	Run_1	P111-7
chr13	1848492	3.08	0	Run_1	P111-7
chr9	1356767	1.15	0.85	Run_1	P111-7
chr9	1113408	1.15	5.5	Run_1	P111-7
chr14	3233070	3.85	0.85	Run_1	P111-7
chr6	97194	1.92	1.69	Run_1	P111-7
chr5	31040	16.54	13.55	Run_1	P111-7
chr1	348519	2.31	0.85	Run_1	P111-7
chr14	761862	5.38	7.2	Run_1	P111-7
chr8	1243601	3.85	0	Run_1	P111-7
chr7	801096	0.38	0.42	Run_1	P111-7
chr4	148821	2.31	0.85	Run_1	P111-7
chr14	424716	1.54	0.85	Run_1	P111-7
chr14	2540011	120.39	164.25	Run_1	P111-7
chr11	13076	0.38	0.42	Run_1	P111-7
chr14	819149	1.54	2.96	Run_1	P111-7
chr4	970546	3.08	4.23	Run_1	P111-7
chr13	2842127	1.15	0.42	Run_1	P111-7
chr12	769606	0.38	1.27	Run_1	P111-7
chr13	2842311	2.31	0	Run_1	P111-7
chr14	2344598	2.31	1.69	Run_1	P111-7
chr14	3059749	0.77	0.85	Run_1	P111-7
chr6	76808	1.54	2.12	Run_1	P111-7
chr14	2252828	26.54	4.23	Run_1	P111-7
chr12	391276	3.08	2.96	Run_1	P111-7
chr14	825399	8.85	0	Run_1	P111-7
chr13	1340442	12.31	10.58	Run_1	P111-7
chr6	1403954	0.38	1.27	Run_1	P111-7
chr3	727770	0.38	0.42	Run_1	P111-7
chr13	1924108	2.31	1.27	Run_1	P111-7
chr11	141569	0.38	0.42	Run_1	P111-7
chr11	1030230	15	21.59	Run_1	P111-7
chr11	1467857	1.54	2.12	Run_1	P111-7
chr11	211328	0.38	8.89	Run_1	P111-7
chr9	93353	132.31	146.89	Run_1	P111-7
chr8	781831	70	101.6	Run_1	P111-7
chr6	121809	0.77	1.27	Run_1	P111-7
chr12	1550554	3.46	3.39	Run_1	P111-7
chr6	955198	1.54	2.12	Run_1	P111-7
chr8	870896	0.38	0.42	Run_1	P111-7
chr13	271629	0.38	1.69	Run_1	P111-7
chr9	117047	2.69	0.85	Run_1	P111-7
chr14	1141768	10	5.08	Run_1	P111-7
chr13	2843094	0.77	2.12	Run_1	P111-7
chr13	2842785	1.15	0.42	Run_1	P111-7
chr6	1294507	5	1.27	Run_1	P111-7
chr2	100666	3.08	0	Run_1	P111-7
chr11	1859261	1.54	4.66	Run_1	P111-7
chr13	2842368	0.77	0.42	Run_1	P111-7
chr6	225334	1.15	0.42	Run_1	P111-7
chr8	144892	3.08	0.42	Run_1	P111-7
chr1	464413	0.38	0.42	Run_1	P111-7
chr14	863954	0.38	0.85	Run_1	P111-7
chr5	1301783	2.69	0.85	Run_1	P111-7
chr13	2843211	0.77	0.42	Run_1	P111-7
chr11	1516795	5.38	3.81	Run_1	P111-7
chr12	1384781	0.38	1.27	Run_1	P111-7
chr7	31188	40	30.06	Run_1	P111-7
chr2	715812	0.38	0.85	Run_1	P111-7
chr10	1051928	1.15	2.96	Run_1	P111-7
chr10	1397228	1.15	1.27	Run_1	P111-7
chr13	2279957	22.31	24.98	Run_1	P111-7
chr13	843189	48.08	22.44	Run_1	P111-7
chr14	3192315	1.54	2.12	Run_1	P111-7
chr3	911360	4.62	4.66	Run_1	P111-7
chr6	841186	4.62	9.74	Run_1	P111-7
chr13	2058000	3.08	6.77	Run_1	P111-7
chr12	160172	0.38	1.27	Run_1	P111-7
chr8	124736	10	56.3	Run_1	P111-7
chr14	1664711	0.38	1.69	Run_1	P111-7
chr13	342912	1.54	0.42	Run_1	P111-7
chr5	1336491	3.46	4.66	Run_1	P111-7
chr14	320153	1.15	0.42	Run_1	P111-7
chr10	1625704	0	2.54	Run_1	P111-7
chr7	1347803	0	3.39	Run_1	P111-7
chr13	2842312	0	3.39	Run_1	P111-7
chr13	2842487	0	2.54	Run_1	P111-7
chr11	49226	0	24.13	Run_1	P111-7
chr11	959954	0	2.54	Run_1	P111-7
chr12	661206	0	11.43	Run_1	P111-7
chr14	2459972	0.38	0.42	Run_1	P41-1
chr9	1166870	25.38	66.46	Run_1	P41-1
chr14	75485	1.54	3.39	Run_1	P41-1
chr14	2569093	86.92	147.32	Run_1	P41-1
chr14	897654	1.15	0.42	Run_1	P41-1
chr4	366029	2.31	0	Run_1	P41-1
chr6	767506	1.54	0.42	Run_1	P41-1
chr5	67191	7.31	0	Run_1	P41-1
chr13	1892835	5.77	1.69	Run_1	P41-1
chr10	1581190	2.31	1.27	Run_1	P41-1
chr5	723377	55	49.53	Run_1	P41-1
chr3	303936	0.38	0.42	Run_1	P41-1
chr13	2379996	80	118.11	Run_1	P41-1
chr11	459405	7.69	0.85	Run_1	P41-1
chr10	204399	4.23	0	Run_1	P41-1
chr13	359665	39.23	22.01	Run_1	P41-1
chr13	2842127	1.15	0.85	Run_1	P41-1
chr12	769606	0.38	0.42	Run_1	P41-1
chr7	1082696	2.31	1.27	Run_1	P41-1
chr13	1867528	0.38	0.42	Run_1	P41-1
chr4	978090	15.77	24.55	Run_1	P41-1
chr5	187686	0.38	0.42	Run_1	P41-1
chr13	2843078	0.38	0.85	Run_1	P41-1
chr13	2842921	1.54	1.27	Run_1	P41-1
chr7	498970	130	99.06	Run_1	P41-1
chr9	584052	8.46	13.97	Run_1	P41-1
chr13	2842728	0.77	1.69	Run_1	P41-1
chr13	2842315	2.31	0	Run_1	P41-1
chr13	2842346	3.46	0.85	Run_1	P41-1
chr13	2843393	1.54	0.42	Run_1	P41-1
chr11	599335	15	18.2	Run_1	P41-1
chr13	2842487	3.08	5.5	Run_1	P41-1
chr12	1266725	12.69	9.74	Run_1	P41-1
chr9	902012	1.92	0.42	Run_1	P41-1
chr13	2828049	68.46	85.94	Run_1	P41-1
chr5	612873	0.38	0.42	Run_1	P41-1
chr10	1618496	0.38	1.69	Run_1	P41-1
chr14	395567	0.38	0.85	Run_1	P41-1
chr5	510545	0.38	0.42	Run_1	P41-1
chr14	1896508	18.85	13.55	Run_1	P41-1
chr13	1076188	0.38	0.42	Run_1	P41-1
chr1	483443	2.31	0.42	Run_1	P41-1
chr13	1241920	37.69	123.19	Run_1	P41-1
chr13	2842850	2.31	0	Run_1	P41-1
chr14	745940	54.23	47.84	Run_1	P41-1
chr12	1833800	0.77	10.58	Run_1	P41-1
chr13	2842199	2.69	3.39	Run_1	P41-1
chr7	1293990	1.15	1.69	Run_1	P41-1
chr13	2125925	3.85	3.81	Run_1	P41-1
chr14	2131778	0.38	0.42	Run_1	P41-1
chr13	1580623	1.54	0.42	Run_1	P41-1
chr12	1829388	34.23	36.41	Run_1	P41-1
chr9	699679	0.38	0.42	Run_1	P41-1
chr13	2842404	3.85	2.54	Run_1	P41-1
chr9	499195	0.38	0.85	Run_1	P41-1
chr13	2842679	5.38	5.08	Run_1	P41-1
chr8	1374094	0.77	0.42	Run_1	P41-1
chr4	126967	121.54	25.4	Run_1	P41-1
chr13	2832540	4.23	0	Run_1	P41-1
chr14	3227641	2.69	0.85	Run_1	P41-1
chr14	853772	0.77	0.42	Run_1	P41-1
chr1	494219	0.38	0.42	Run_1	P41-1
chr13	2842234	2.31	2.12	Run_1	P41-1
chr6	1175162	0.38	0.42	Run_1	P41-1
chr11	642135	14.23	17.78	Run_1	P41-1
chr10	917273	1.15	3.39	Run_1	P41-1
chr14	935738	22.69	7.62	Run_1	P41-1
chr2	111488	0.38	0.42	Run_1	P41-1
chr3	121026	90	128.27	Run_1	P41-1
chr8	311117	0.38	0.42	Run_1	P41-1
chr3	602205	0.38	0.42	Run_1	P41-1
chr9	909916	0.38	0.42	Run_1	P41-1
chr10	1189623	3.46	19.05	Run_1	P41-1
chr13	2842292	1.54	1.69	Run_1	P41-1
chr8	1373949	0.38	0.85	Run_1	P41-1
chr5	717657	5.38	8.47	Run_1	P41-1
chr14	824962	0.77	7.62	Run_1	P41-1
chr14	3247207	0.77	0.42	Run_1	P41-1
chr4	729237	1.92	1.27	Run_1	P41-1
chr13	2843094	1.92	1.27	Run_1	P41-1
chr13	2842785	2.31	2.54	Run_1	P41-1
chr8	1352994	1.15	1.69	Run_1	P41-1
chr13	1578866	31.92	25.82	Run_1	P41-1
chr13	2447505	69.23	38.95	Run_1	P41-1
chr13	2280825	67.31	105.83	Run_1	P41-1
chr7	1164292	1.54	0.42	Run_1	P41-1
chr13	2843147	2.31	2.96	Run_1	P41-1
chr12	360945	70.39	2.54	Run_1	P41-1
chr13	2842368	2.69	2.54	Run_1	P41-1
chr14	2491306	0.38	0.42	Run_1	P41-1
chr9	611711	43.08	35.56	Run_1	P41-1
chr6	503431	104.62	136.74	Run_1	P41-1
chr14	2405514	3.46	5.5	Run_1	P41-1
